lat,lng,url,src,datetaken
51.739186,-0.787000,http://flickr.com/photos/streety06/51698243271,https://farm66.static.flickr.com/65535/51698243271_634a5216cb.jpg,2021-11-20
51.740891,-0.796764,http://flickr.com/photos/streety06/51698919794,https://farm66.static.flickr.com/65535/51698919794_32f326159b.jpg,2021-11-20
51.728841,-0.811084,http://flickr.com/photos/streety06/51699131550,https://farm66.static.flickr.com/65535/51699131550_f092dc0e32.jpg,2021-11-20
51.725525,-0.810603,http://flickr.com/photos/streety06/51699131930,https://farm66.static.flickr.com/65535/51699131930_409b8b9d6d.jpg,2021-11-20
50.837052,0.154947,http://flickr.com/photos/streety06/51699098945,https://farm66.static.flickr.com/65535/51699098945_f42d23aecd.jpg,2021-09-18
50.791805,0.160358,http://flickr.com/photos/streety06/51698888154,https://farm66.static.flickr.com/65535/51698888154_1ae966cc4b.jpg,2021-09-18
50.757738,0.142600,http://flickr.com/photos/streety06/51697420952,https://farm66.static.flickr.com/65535/51697420952_e0d5645a5c.jpg,2021-09-18
50.756994,0.132458,http://flickr.com/photos/streety06/51698212131,https://farm66.static.flickr.com/65535/51698212131_154db9c9da.jpg,2021-09-18
50.758933,0.122205,http://flickr.com/photos/streety06/51698489888,https://farm66.static.flickr.com/65535/51698489888_3a44a8ef32.jpg,2021-09-18
50.761600,0.115211,http://flickr.com/photos/streety06/51699099245,https://farm66.static.flickr.com/65535/51699099245_ac54e181bc.jpg,2021-09-18
51.463452,-0.318150,http://flickr.com/photos/streety06/51698189346,https://farm66.static.flickr.com/65535/51698189346_38d20b8330.jpg,2021-06-26
51.462497,-0.316484,http://flickr.com/photos/streety06/51698458558,https://farm66.static.flickr.com/65535/51698458558_de64002afa.jpg,2021-06-26
51.460455,-0.313139,http://flickr.com/photos/streety06/51699068000,https://farm66.static.flickr.com/65535/51699068000_7300f62611.jpg,2021-06-26
51.424841,-0.351195,http://flickr.com/photos/streety06/51699068255,https://farm66.static.flickr.com/65535/51699068255_a58c1bcd99.jpg,2021-06-26
51.413272,-0.347337,http://flickr.com/photos/streety06/51699068475,https://farm66.static.flickr.com/65535/51699068475_c99367f09b.jpg,2021-06-26
50.725388,-2.843903,http://flickr.com/photos/streety06/51234761058,https://farm66.static.flickr.com/65535/51234761058_8faf3f6113.jpg,2021-06-01
50.726358,-2.841070,http://flickr.com/photos/streety06/51235327709,https://farm66.static.flickr.com/65535/51235327709_8667e06e4c.jpg,2021-06-01
50.726719,-2.841259,http://flickr.com/photos/streety06/51235325734,https://farm66.static.flickr.com/65535/51235325734_b15e0fd7d2.jpg,2021-06-01
50.703561,-3.004998,http://flickr.com/photos/streety06/51235608365,https://farm66.static.flickr.com/65535/51235608365_d207becc37.jpg,2021-05-28
50.701238,-3.011900,http://flickr.com/photos/streety06/51235608635,https://farm66.static.flickr.com/65535/51235608635_79d2961af9.jpg,2021-05-28
50.684819,-3.196248,http://flickr.com/photos/streety06/51234746008,https://farm66.static.flickr.com/65535/51234746008_522f3904ef.jpg,2021-05-28
50.683825,-3.204126,http://flickr.com/photos/streety06/51234534141,https://farm66.static.flickr.com/65535/51234534141_ab9b30400c.jpg,2021-05-28
50.681875,-3.223131,http://flickr.com/photos/streety06/51234534456,https://farm66.static.flickr.com/65535/51234534456_20db9946f9.jpg,2021-05-28
50.702036,-3.246437,http://flickr.com/photos/streety06/51205880139,https://farm66.static.flickr.com/65535/51205880139_7bd3fec793.jpg,2021-05-26
50.694947,-3.226881,http://flickr.com/photos/streety06/51235276319,https://farm66.static.flickr.com/65535/51235276319_91439ed96a.jpg,2021-05-25
50.693741,-3.226459,http://flickr.com/photos/streety06/51234497601,https://farm66.static.flickr.com/65535/51234497601_55e31da24a.jpg,2021-05-25
50.679397,-3.234431,http://flickr.com/photos/streety06/51234709288,https://farm66.static.flickr.com/65535/51234709288_26955ae85c.jpg,2021-05-25
50.675297,-3.246325,http://flickr.com/photos/streety06/51235276934,https://farm66.static.flickr.com/65535/51235276934_0b417a5cb5.jpg,2021-05-25
50.726761,-3.530339,http://flickr.com/photos/streety06/51235265639,https://farm66.static.flickr.com/65535/51235265639_526d63dbdc.jpg,2021-05-22
50.722397,-3.527795,http://flickr.com/photos/streety06/51235552930,https://farm66.static.flickr.com/65535/51235552930_abf46068e2.jpg,2021-05-22
50.722577,-3.531078,http://flickr.com/photos/streety06/51235266284,https://farm66.static.flickr.com/65535/51235266284_6076088339.jpg,2021-05-22
50.727375,-3.535767,http://flickr.com/photos/streety06/51235553385,https://farm66.static.flickr.com/65535/51235553385_38b71f32a9.jpg,2021-05-22
51.486980,-0.246306,http://flickr.com/photos/streety06/51235240994,https://farm66.static.flickr.com/65535/51235240994_bf0a743b15.jpg,2021-05-03
51.487036,-0.247456,http://flickr.com/photos/streety06/51235241249,https://farm66.static.flickr.com/65535/51235241249_7ae721ae88.jpg,2021-05-03
51.487063,-0.247509,http://flickr.com/photos/streety06/51233758212,https://farm66.static.flickr.com/65535/51233758212_072725fe7f.jpg,2021-05-03
51.485975,-0.284712,http://flickr.com/photos/streety06/51233729682,https://farm66.static.flickr.com/65535/51233729682_0ff22f0dcb.jpg,2021-02-20
51.483419,-0.300689,http://flickr.com/photos/streety06/51235499060,https://farm66.static.flickr.com/65535/51235499060_252b39a7b8.jpg,2021-02-20
51.486141,-0.296753,http://flickr.com/photos/streety06/51233730292,https://farm66.static.flickr.com/65535/51233730292_f017b7dc79.jpg,2021-02-20
51.486936,-0.283381,http://flickr.com/photos/streety06/51234646088,https://farm66.static.flickr.com/65535/51234646088_556d8640dd.jpg,2021-02-20
51.486111,-0.281153,http://flickr.com/photos/streety06/51235500000,https://farm66.static.flickr.com/65535/51235500000_21900be130.jpg,2021-02-20
