38.518333,-122.854541,http://flickr.com/photos/robpegoraro/51792521588,https://farm66.static.flickr.com/65535/51792521588_cc07fd13b9_m.jpg,2021-12-27
38.518333,-122.854541,http://flickr.com/photos/robpegoraro/51792783894,https://farm66.static.flickr.com/65535/51792783894_8f40fc69d5_m.jpg,2021-12-27
38.872271,-77.021781,http://flickr.com/photos/robpegoraro/51762633036,https://farm66.static.flickr.com/65535/51762633036_732f887c1e_m.jpg,2021-12-20
38.924491,-77.206203,http://flickr.com/photos/robpegoraro/51738673024,https://farm66.static.flickr.com/65535/51738673024_6d409fc99e_m.jpg,2021-12-10
19.952863,-155.860848,http://flickr.com/photos/robpegoraro/51721765210,https://farm66.static.flickr.com/65535/51721765210_8dfe6e9a11_m.jpg,2021-12-02
19.953027,-155.860962,http://flickr.com/photos/robpegoraro/51720026712,https://farm66.static.flickr.com/65535/51720026712_a2a755c2f9_m.jpg,2021-12-02
19.952458,-155.860987,http://flickr.com/photos/robpegoraro/51720026617,https://farm66.static.flickr.com/65535/51720026617_3e32d32c2b_m.jpg,2021-12-02
19.952277,-155.860539,http://flickr.com/photos/robpegoraro/51732979474,https://farm66.static.flickr.com/65535/51732979474_d7b8f57700_m.jpg,2021-12-02
19.950294,-155.860231,http://flickr.com/photos/robpegoraro/51720837241,https://farm66.static.flickr.com/65535/51720837241_44e0a83c19_m.jpg,2021-12-02
20.006516,-155.825181,http://flickr.com/photos/robpegoraro/51719968390,https://farm66.static.flickr.com/65535/51719968390_e59d004829_m.jpg,2021-12-01
19.950294,-155.860403,http://flickr.com/photos/robpegoraro/51719094891,https://farm66.static.flickr.com/65535/51719094891_75233ab2a5_m.jpg,2021-12-01
19.950527,-155.859370,http://flickr.com/photos/robpegoraro/51719967905,https://farm66.static.flickr.com/65535/51719967905_4fdac5fc53_m.jpg,2021-12-01
19.952177,-155.859517,http://flickr.com/photos/robpegoraro/51718290572,https://farm66.static.flickr.com/65535/51718290572_f9cccdb56f_m.jpg,2021-12-01
19.951027,-155.860620,http://flickr.com/photos/robpegoraro/51719094346,https://farm66.static.flickr.com/65535/51719094346_df70a82a0d_m.jpg,2021-12-01
19.951313,-155.861442,http://flickr.com/photos/robpegoraro/51719352168,https://farm66.static.flickr.com/65535/51719352168_dbdebe5461_m.jpg,2021-12-01
19.951311,-155.861492,http://flickr.com/photos/robpegoraro/51733218770,https://farm66.static.flickr.com/65535/51733218770_6c9ca182f9_m.jpg,2021-12-01
19.951588,-155.860675,http://flickr.com/photos/robpegoraro/51731508487,https://farm66.static.flickr.com/65535/51731508487_4e05158903_m.jpg,2021-11-30
19.952191,-155.861059,http://flickr.com/photos/robpegoraro/51715990412,https://farm66.static.flickr.com/65535/51715990412_93e1ae5c39_m.jpg,2021-11-30
19.950580,-155.859375,http://flickr.com/photos/robpegoraro/51717658485,https://farm66.static.flickr.com/65535/51717658485_e0c736aa29_m.jpg,2021-11-30
19.950994,-155.860125,http://flickr.com/photos/robpegoraro/51715989637,https://farm66.static.flickr.com/65535/51715989637_45bbe59674_m.jpg,2021-11-30
19.950655,-155.859742,http://flickr.com/photos/robpegoraro/51715989567,https://farm66.static.flickr.com/65535/51715989567_ce5ef0057b_m.jpg,2021-11-30
19.951511,-155.860920,http://flickr.com/photos/robpegoraro/51716789981,https://farm66.static.flickr.com/65535/51716789981_f5b982c1aa_m.jpg,2021-11-30
19.950975,-155.860656,http://flickr.com/photos/robpegoraro/51715989127,https://farm66.static.flickr.com/65535/51715989127_fa0e465736_m.jpg,2021-11-30
21.816527,-155.976328,http://flickr.com/photos/robpegoraro/51714654583,https://farm66.static.flickr.com/65535/51714654583_cb1c47f478_m.jpg,2021-11-29
22.375194,-155.955984,http://flickr.com/photos/robpegoraro/51714389836,https://farm66.static.flickr.com/65535/51714389836_02f369b5d9_m.jpg,2021-11-29
19.737813,-156.041162,http://flickr.com/photos/robpegoraro/51713600762,https://farm66.static.flickr.com/65535/51713600762_250eb9ffd4_m.jpg,2021-11-29
38.857872,-77.086375,http://flickr.com/photos/robpegoraro/51691535796,https://farm66.static.flickr.com/65535/51691535796_2e9ea3cfd6_m.jpg,2021-11-18
38.948236,-77.045667,http://flickr.com/photos/robpegoraro/51676519367,https://farm66.static.flickr.com/65535/51676519367_f7b54cc850_m.jpg,2021-11-13
38.948236,-77.045667,http://flickr.com/photos/robpegoraro/51677326706,https://farm66.static.flickr.com/65535/51677326706_b415618e2f_m.jpg,2021-11-13
38.954811,-77.041759,http://flickr.com/photos/robpegoraro/51678206625,https://farm66.static.flickr.com/65535/51678206625_69789a322a_m.jpg,2021-11-13
38.981297,-77.043937,http://flickr.com/photos/robpegoraro/51677998294,https://farm66.static.flickr.com/65535/51677998294_2ca264c31b_m.jpg,2021-11-13
38.981980,-77.042439,http://flickr.com/photos/robpegoraro/51676518632,https://farm66.static.flickr.com/65535/51676518632_b1c5cb5b3f_m.jpg,2021-11-13
38.768555,-9.093509,http://flickr.com/photos/robpegoraro/51655965719,https://farm66.static.flickr.com/65535/51655965719_64c325f7d0_m.jpg,2021-11-04
38.768550,-9.093495,http://flickr.com/photos/robpegoraro/51655965714,https://farm66.static.flickr.com/65535/51655965714_03ac30472c_m.jpg,2021-11-04
38.771488,-9.095298,http://flickr.com/photos/robpegoraro/51654482772,https://farm66.static.flickr.com/65535/51654482772_255dc55be4_m.jpg,2021-11-04
38.714875,-9.143948,http://flickr.com/photos/robpegoraro/51655296181,https://farm66.static.flickr.com/65535/51655296181_ea94a27fdc_m.jpg,2021-11-04
38.711802,-9.142620,http://flickr.com/photos/robpegoraro/51654482207,https://farm66.static.flickr.com/65535/51654482207_d359ccdc27_m.jpg,2021-11-03
38.710561,-9.142100,http://flickr.com/photos/robpegoraro/51655518468,https://farm66.static.flickr.com/65535/51655518468_7769e305fd_m.jpg,2021-11-03
38.768533,-9.093703,http://flickr.com/photos/robpegoraro/51655295726,https://farm66.static.flickr.com/65535/51655295726_a249fd87b9_m.jpg,2021-11-03
38.768561,-9.093600,http://flickr.com/photos/robpegoraro/51655518338,https://farm66.static.flickr.com/65535/51655518338_1f41c51619_m.jpg,2021-11-03
38.771230,-9.094575,http://flickr.com/photos/robpegoraro/51655295621,https://farm66.static.flickr.com/65535/51655295621_5fec93a48b_m.jpg,2021-11-03
38.768594,-9.093906,http://flickr.com/photos/robpegoraro/51655964634,https://farm66.static.flickr.com/65535/51655964634_eaf1f09053_m.jpg,2021-11-01
38.713122,-9.149828,http://flickr.com/photos/robpegoraro/51655964599,https://farm66.static.flickr.com/65535/51655964599_b1154e585d_m.jpg,2021-11-01
38.713172,-9.149714,http://flickr.com/photos/robpegoraro/51655964519,https://farm66.static.flickr.com/65535/51655964519_07294dddfb_m.jpg,2021-11-01
38.713508,-9.148628,http://flickr.com/photos/robpegoraro/51655964379,https://farm66.static.flickr.com/65535/51655964379_f4edcc7c90_m.jpg,2021-11-01
38.714166,-9.146462,http://flickr.com/photos/robpegoraro/51655964374,https://farm66.static.flickr.com/65535/51655964374_9bdb52e249_m.jpg,2021-11-01
38.715905,-9.143075,http://flickr.com/photos/robpegoraro/51655964234,https://farm66.static.flickr.com/65535/51655964234_a996478554_m.jpg,2021-11-01
38.716219,-9.142300,http://flickr.com/photos/robpegoraro/51655294861,https://farm66.static.flickr.com/65535/51655294861_4ce4e559d4_m.jpg,2021-11-01
38.730536,-9.154331,http://flickr.com/photos/robpegoraro/51656153595,https://farm66.static.flickr.com/65535/51656153595_b09bfc0a05_m.jpg,2021-10-31
38.730536,-9.154331,http://flickr.com/photos/robpegoraro/51654480937,https://farm66.static.flickr.com/65535/51654480937_d501034278_m.jpg,2021-10-31
38.714277,-9.139795,http://flickr.com/photos/robpegoraro/51654480672,https://farm66.static.flickr.com/65535/51654480672_ee3fbdd645_m.jpg,2021-10-31
38.889772,-77.172317,http://flickr.com/photos/robpegoraro/51627035154,https://farm66.static.flickr.com/65535/51627035154_9daf9cddbb_m.jpg,2021-10-24
38.958630,-77.354825,http://flickr.com/photos/robpegoraro/51627247015,https://farm66.static.flickr.com/65535/51627247015_65bf5f93b6_m.jpg,2021-10-24
38.953527,-77.360203,http://flickr.com/photos/robpegoraro/51626608363,https://farm66.static.flickr.com/65535/51626608363_09e9939302_m.jpg,2021-10-24
38.705505,-77.089800,http://flickr.com/photos/robpegoraro/51611292286,https://farm66.static.flickr.com/65535/51611292286_8b1f5a27d2_m.jpg,2021-10-20
39.954455,-75.169687,http://flickr.com/photos/robpegoraro/51593035782,https://farm66.static.flickr.com/65535/51593035782_b56214de22_m.jpg,2021-10-15
39.954063,-75.168281,http://flickr.com/photos/robpegoraro/51593901289,https://farm66.static.flickr.com/65535/51593901289_990d8f1724_m.jpg,2021-10-15
38.997552,-77.062437,http://flickr.com/photos/robpegoraro/51531056613,https://farm66.static.flickr.com/65535/51531056613_816132315b_m.jpg,2021-09-26
38.869119,-77.044050,http://flickr.com/photos/robpegoraro/51516626573,https://farm66.static.flickr.com/65535/51516626573_d11c6b2b11_m.jpg,2021-09-25
38.895058,-77.074450,http://flickr.com/photos/robpegoraro/51508214781,https://farm66.static.flickr.com/65535/51508214781_314837d63a_m.jpg,2021-09-21
38.872927,-77.006642,http://flickr.com/photos/robpegoraro/51494326284,https://farm66.static.flickr.com/65535/51494326284_b7e83e7e02_m.jpg,2021-09-19
38.889977,-77.036575,http://flickr.com/photos/robpegoraro/51492305845,https://farm66.static.flickr.com/65535/51492305845_8a09344223_m.jpg,2021-09-18
38.890113,-77.038367,http://flickr.com/photos/robpegoraro/51491599123,https://farm66.static.flickr.com/65535/51491599123_129d88fd23_m.jpg,2021-09-18
39.725855,-77.860500,http://flickr.com/photos/robpegoraro/51474845760,https://farm0.static.flickr.com/0/51474845760_a7c0617deb_m.jpg,2021-09-14
38.870022,-77.059067,http://flickr.com/photos/robpegoraro/51457761312,https://farm66.static.flickr.com/65535/51457761312_a80119a4b3_m.jpg,2021-09-12
